source,title,company,location,salary_min,salary_max,salary_mid,salary_text,skills,specialty,published_at,url
trudvsem,Системный аналитик по интеграционным решениям,"АО ""КОНЦЕРН ТИТАН-2""",Город Санкт-Петербург,180000.0,250000.0,211860.0,180000 – 250000,,Business Analyst,,https://trudvsem.ru/vacancy/card/1027812403035/f2577ad8-23b8-11f1-8d48-d52d8860c0e6
trudvsem,Системный аналитик,"ООО ""ТИРУС - ИТ""",Свердловская область,50000.0,70000.0,45000.0,50000 – 70000,,Business Analyst,,https://trudvsem.ru/vacancy/card/1226600032834/f3402bd9-f1e1-11f0-a027-0dd543315e5a
trudvsem,Инженер-программист,"ГБУ ХО ""ГОЛОПРИСТАНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""",Херсонская область,38830.0,38830.0,74500.0,38830 – 38830,,Software Engineer,,https://trudvsem.ru/vacancy/card/1239500003490/2e94161d-059c-11f1-a78e-891cf761e7ce
trudvsem,Системный администратор,"МБОУ ""НИЖНЕГОРСКАЯ ШГ""",Республика Крым,27093.0,28000.0,74500.0,27093 – 28000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1159102010363/90028728-0339-11f1-ad67-3142780bee2f
trudvsem,Программист,"ООО ""РУБЕЖ""",Город Москва,90000.0,200000.0,75000.0,90000 – 200000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026403344450/e91ad698-4944-11f1-b66a-39cf7f2a9c71
trudvsem,программист,"ГУЗ ""КАРЫМСКАЯ ЦРБ""",Забайкальский край,50000.0,60000.0,225000.0,50000 – 60000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1027500586960/0b8e7df8-d4cc-11f0-b730-d758e7e1c196
trudvsem,Инженер-программист,"МКУДО ""СШ"" Г.ТОКМАК",Запорожская область,27093.0,27100.0,235000.0,27093 – 27100,,Software Engineer,,https://trudvsem.ru/vacancy/card/1239000004957/c685ba88-f117-11f0-ac31-6d1879456f92
trudvsem,Системный администратор,"ГБУ ДОО ЗО ""ДЕТСКИЙ САД №7 ""ТЕРЕМОК"" Г. ДНЕПРОРУДНОЕ ВАСИЛЬЕВСКИЙ РАЙОН",Запорожская область,27093.0,30000.0,117500.0,27093 – 30000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1239000003197/e6df7db3-4925-11f1-ad90-476710e07e50
trudvsem,Программист 1С,"ООО ""СТК-ТАГАНРОГ""",Ростовская область,33000.0,33000.0,60000.0,33000 – 33000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1046154016303/624bb75c-f530-11f0-ba7d-9959eb3311ba
trudvsem,Программист приложений,"ГБУЗ ""РАЙОННАЯ БОЛЬНИЦА С. ФЕРШАМПЕНУАЗ""",Челябинская область,32000.0,40000.0,65000.0,32000 – 40000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1027401782100/223e7a48-0592-11f1-a78e-891cf761e7ce
trudvsem,Инженер-программист,"ООО ""РЭД ЛАБ""",Город Москва,40000.0,40100.0,55000.0,40000 – 40100,,Software Engineer,,https://trudvsem.ru/vacancy/card/1197325005680/d0ceaaf8-2dbd-11f1-86af-013fb55ac62b
trudvsem,Программист,"ООО ""УЦСК ""САНТЕХКОМПЛЕКТ-УРАЛ""",Свердловская область,40000.0,40000.0,150000.0,40000 – 40000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1146686013297/cdb7e20b-1206-11f1-a342-f956761ba410
trudvsem,Инженер-программист,МБОУ СОШ № 121,Челябинская область,35221.0,35221.0,92500.0,35221 – 35221,,Software Engineer,,https://trudvsem.ru/vacancy/card/1027401353924/f4952548-fa78-11f0-8628-a3cca5294b78
trudvsem,Инженер - системный программист,"ООО ""КИБЕРПАНК ТЕХНОЛОДЖИ""",Сахалинская область,65000.0,65000.0,92500.0,65000 – 65000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1256500004155/a45a3519-4907-11f1-bcc5-6d54cb0107b9
trudvsem,Специалист по информационным технологиям,"МБУК ""МРЦКД""",Кировская область,32000.0,35000.0,33000.0,32000 – 35000,,IT / Digital (general),,https://trudvsem.ru/vacancy/card/1064307002726/7a38b0d9-47be-11f1-a599-b56fc54276c6
trudvsem,Системный администратор,"ООО ""ВИТ""",Курганская область,60000.0,70000.0,65000.0,60000 – 70000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1034587000953/3fa5db38-33d9-11f1-adf8-bb12de7893c2
trudvsem,Программист,ГБУЗ МДС,Запорожская область,28000.0,37100.0,67500.0,28000 – 37100,,Software Engineer,,https://trudvsem.ru/vacancy/card/1229000019490/efd1eccc-f044-11f0-9535-877db9a256ca
trudvsem,Программист,"ООО ""ФАВ-ВОСТОЧНАЯ ЕВРОПА""",Город Москва,45000.0,45000.0,60000.0,45000 – 45000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1077757771838/9db0551b-1299-11ef-bb0b-e7d0d2cf29b1
trudvsem,Инженер-программист,"МБУК ""ЗМЦБ ИМ.А.С. ПУШКИНА"" ЗР РО",Ростовская область,27093.0,35000.0,37500.0,27093 – 35000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1056111018226/718a1bf8-f5ce-11f0-ba7d-9959eb3311ba
trudvsem,Системный администратор,МБОУ СОШ № 41,Новосибирская область,45000.0,45000.0,150000.0,45000 – 45000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1025401311396/2bedca48-36e9-11f1-98b8-3554601360ec
trudvsem,Программист,"ГБУ ""РДТС С.ЧИШКИ""",Чеченская Республика,2710.0,9129.0,82500.0,2710 – 9129,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022001542562/67de3cc8-447b-11f1-8e97-0164d64c91c4
trudvsem,Инженер-программист,"ГБУ ДО ВО ""СШ № 12"", СШ № 12",Воронежская область,28000.0,35000.0,90000.0,28000 – 35000,КВОТИРУЕМОЕ РАБОЧЕЕ МЕСТО ДЛЯ ИНВАЛИДОВ,Software Engineer,,https://trudvsem.ru/vacancy/card/1023602618005/278cb325-c9fb-11ed-952f-17f530626801
trudvsem,инженер программист,МБОУ СОШ № 4 Г. АПАТИТЫ,Мурманская область,62314.0,62314.0,175000.0,62314 – 62314,,Software Engineer,,https://trudvsem.ru/vacancy/card/1025100509862/5ff3fcda-22b0-11f1-a153-cfca4b4b1343
trudvsem,Системный администратор,"ООО ""ГЛАДИУМ-ТЕХНО""",Липецкая область,46000.0,46000.0,175000.0,46000 – 46000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1244800002590/e05154b0-189b-11f1-8162-0bc462b2a22d
trudvsem,Программист 1С,ИП СЕМЫКИН В. И.,Оренбургская область,80000.0,100000.0,175000.0,80000 – 100000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/323508100647022/628a0b90-e176-11f0-8a3f-43eae7fdfc59
trudvsem,Инженер-программист,"ФКП ""АРМАВИРСКАЯ БИОФАБРИКА""",Краснодарский край,45000.0,55000.0,75000.0,45000 – 55000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022304361540/9a32b3b8-275a-11f1-bf4d-d51024d60109
trudvsem,Программист,"ГАУЗ СО ""БИСЕРТСКАЯ РБ""",Свердловская область,30000.0,35000.0,120000.0,30000 – 35000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026602055370/8c393268-3e3a-11f1-af40-15277f213853
trudvsem,Инженер-программист,"АО ""СЭГЗ""",Удмуртская Республика,60000.0,100000.0,52500.0,60000 – 100000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1021800992190/6518c718-fda1-11f0-af90-57d5099ce116
trudvsem,Системный администратор,"ГБУЗ РХ ""АСКИЗСКАЯ ЦРБ""",Республика Хакасия,43349.0,43349.0,55000.0,43349 – 43349,,SysAdmin,,https://trudvsem.ru/vacancy/card/1021900757427/8ed31c08-2992-11f1-8405-3ba1c717af0f
trudvsem,Инженер-программист,"АО ""ОКБ ""ИКАР""",Краснодарский край,50000.0,100000.0,65000.0,50000 – 100000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1052306487254/01fa0bee-bef3-11f0-9d5a-9d9dadc64e25
trudvsem,Инженер-программист,"БУЗ ВО ""БАБАЕВСКАЯ ЦРБ""",Вологодская область,51782.0,55000.0,60000.0,51782 – 55000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1023501692554/64354be0-6867-11f0-98c4-d549be31d974
trudvsem,Инженер системный программист,МБОУ ПСШ №2,Нижегородская область,27500.0,30000.0,70000.0,27500 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1025201101903/ab47f860-3efb-11f1-a0d4-9ff612ae1d3d
trudvsem,Программист 1С,"ООО ""РЕГИОНИТ""",Краснодарский край,36400.0,120000.0,77500.0,36400 – 120000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1222300017455/c0aff370-1eb0-11f1-9ac8-d164183f71d4
trudvsem,Инженер-программист,"ФКУ ЛРЦ ""ДОНЕЦКИЙ"" МЧС РОССИИ",Донецкая Народная Республика,35000.0,44200.0,155000.0,35000 – 44200,,Software Engineer,,https://trudvsem.ru/vacancy/card/1239300005670/c94dac50-fb58-11f0-8159-a3d5966afe57
trudvsem,Программист,"ООО ""БЛС ИНТЕРНЭШНЛ РУ""",Город Москва,80000.0,100000.0,82500.0,80000 – 100000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1197746526119/2ee7bf0e-39cb-11f1-8046-9d3f086ad43e
trudvsem,Программист,"ООО ""ПАРТИЯ ЕДЫ""",Город Санкт-Петербург,60000.0,60000.0,60000.0,60000 – 60000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1157847367446/d2ba24e8-2154-11f1-9ac8-d164183f71d4
trudvsem,Программист,"ООО ""ЯНДЕКС.ТЕХНОЛОГИИ""",Город Москва,60000.0,60000.0,50000.0,60000 – 60000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1177746494166/fb4c0129-244d-11f1-ba68-e7fd5bf5650b
trudvsem,Системный администратор,"ГБУЗ ""БАРГУЗИНСКАЯ ЦРБ""",Республика Бурятия,50000.0,60000.0,30000.0,50000 – 60000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1020300507700/f8371ee9-3486-11f1-a643-f344d815f06b
trudvsem,Программист,"АО ""ВОЗПП""",Воронежская область,28000.0,28000.0,40000.0,28000 – 28000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1023601548640/e6841e68-f5fb-11f0-a027-0dd543315e5a
trudvsem,Программист,"ГБУЗ ""ООЦОЗМП""",Оренбургская область,15600.0,16000.0,107500.0,15600 – 16000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1145658002423/8c00f9fa-185f-11f1-929d-45f09e15ba18
trudvsem,Программист 1С (квота СВО),"ООО ""СПОРТ-АВТО""",Вологодская область,50000.0,70000.0,85500.0,50000 – 70000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1023500900411/b7007c14-f1f1-11f0-a027-0dd543315e5a
trudvsem,Системный администратор,"ООО ""РОСТТРАНС-САМАРА""",Самарская область,60000.0,60000.0,60000.0,60000 – 60000,,SysAdmin,,https://trudvsem.ru/vacancy/card/1146312009678/2ae1c8b8-37be-11f1-889f-09fcf7d79153
trudvsem,инженер-программист,"МБОУ ""ЦО С.НЕШКАН""",Чукотский автономный округ,81279.0,85000.0,90000.0,81279 – 85000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1088709000324/385399bd-1207-11f1-b595-a13c6f34b652
trudvsem,Программист Python,"АО ""ГРИНАТОМ""",Город Москва,180000.0,250000.0,70000.0,180000 – 250000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1097746819720/b49900b8-37f4-11f1-889f-09fcf7d79153
trudvsem,Инженер-программист,"ГБСУ СО ""ПАРТАЛЬСКИЙ ДИ""",Республика Карелия,44704.0,44704.0,70000.0,44704 – 44704,,Software Engineer,,https://trudvsem.ru/vacancy/card/1021000942522/e98d99b8-4790-11f1-9017-2790809ff44f
trudvsem,Разработчик КХД,"ООО ""ИТМ""",Краснодарский край,180000.0,180000.0,100000.0,180000 – 180000,"Представь себе: ты попадаешь в команду, которая буквально строит будущее огромного ритейла Магнит ! Мы не просто тасуем данные, мы автоматизируем 45 распределительных центров, прогнозируем спрос так, что кажется, будто читаем будущее, и создаём продукты, которые делают жизнь клиентов проще и удобнее. Наше Корпоративное Хранилище Данных одно из крупнейших в России. Мы храним и обрабатываем более 1 ПБ данных! 200 источников информации, каждый из которых важен для бизнеса, и это число растет каждый день. Но вот самое интересное: нас ждет большая миграция в облако да, да, мы первые в России, кто с такими объемами пойдет в облачные технологии! Чем мы пользуемся (и ты тоже будешь!): Teradata, Informatica, Oracle, S3, Impala, Airflow, Spark. Звучит серьезно, правда?",Data Engineer,,https://trudvsem.ru/vacancy/card/1142311001744/313be168-87ab-11ef-b34e-e7d0d2cf29b1
trudvsem,ведущий специадист-эксперт/программист,ТФОМС КК,Краснодарский край,65000.0,75000.0,160000.0,65000 – 75000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022301607393/3010de08-4927-11f1-862b-c921de52508b
